,date,route_id,service_id,trip_id,vehicle_id,patternId,direction,tripLength
645559,2012-10-04 00:00:00,51,51-3,27136387,20902,26,A,8734
645581,2012-10-04 00:00:00,51,51-3,27136388,20902,28,R,7675
645605,2012-10-04 00:00:00,51,51-3,27136389,20902,26,A,8734
645627,2012-10-04 00:00:00,51,51-3,27136390,20902,28,R,7675
645651,2012-10-04 00:00:00,51,51-3,27136391,20902,26,A,8734
645673,2012-10-04 00:00:00,51,51-3,27136392,20902,28,R,7675
645697,2012-10-04 00:00:00,51,51-3,27136393,20902,26,A,8734
645719,2012-10-04 00:00:00,51,51-3,27136394,20902,28,R,7675
645743,2012-10-04 00:00:00,51,51-3,27136395,20902,26,A,8734
645765,2012-10-04 00:00:00,51,51-3,27136396,20902,28,R,7675
645789,2012-10-04 00:00:00,51,51-3,27136397,20902,26,A,8734
645811,2012-10-04 00:00:00,51,51-3,27136398,20902,28,R,7675
645835,2012-10-04 00:00:00,51,51-3,27136399,20902,26,A,8734
645857,2012-10-04 00:00:00,51,51-3,27136400,20902,28,R,7675
645881,2012-10-04 00:00:00,51,51-3,27136401,20902,26,A,8734
645905,2012-10-04 00:00:00,51,51-1,27136317,20903,26,A,8734
645927,2012-10-04 00:00:00,51,51-1,27136318,20903,28,R,7675
645951,2012-10-04 00:00:00,51,51-1,27136319,20903,26,A,8734
645973,2012-10-04 00:00:00,51,51-1,27136320,20903,28,R,7675
645997,2012-10-04 00:00:00,51,51-1,27136321,20903,26,A,8734
646019,2012-10-04 00:00:00,51,51-1,27136322,20903,28,R,7675
646043,2012-10-04 00:00:00,51,51-1,27136323,20903,26,A,8734
646065,2012-10-04 00:00:00,51,51-1,27136324,20903,28,R,7675
646089,2012-10-04 00:00:00,51,51-1,27136325,20903,26,A,8734
646111,2012-10-04 00:00:00,51,51-1,27136326,20903,28,R,7675
646132,2012-10-04 00:00:00,51,51-1,27136327,20903,27,A,7287
646154,2012-10-04 00:00:00,51,51-1,27136328,20903,28,R,7675
646178,2012-10-04 00:00:00,51,51-1,27136329,20903,26,A,8734
646200,2012-10-04 00:00:00,51,51-1,27136330,20903,28,R,7675
646224,2012-10-04 00:00:00,51,51-1,27136331,20903,26,A,8734
646246,2012-10-04 00:00:00,51,51-1,27136332,20903,28,R,7675
646270,2012-10-04 00:00:00,51,51-1,27136333,20903,26,A,8734
646292,2012-10-04 00:00:00,51,51-1,27136334,20903,28,R,7675
646316,2012-10-04 00:00:00,51,51-1,27136335,20903,26,A,8734
646338,2012-10-04 00:00:00,51,51-1,27136336,20903,28,R,7675
646359,2012-10-04 00:00:00,51,51-1,27136337,20903,27,A,7287
646381,2012-10-04 00:00:00,51,51-1,27136338,20903,28,R,7675
646405,2012-10-04 00:00:00,51,51-1,27136339,20903,26,A,8734
646427,2012-10-04 00:00:00,51,51-1,27136340,20903,28,R,7675
646451,2012-10-04 00:00:00,51,51-1,27136341,20903,26,A,8734
646473,2012-10-04 00:00:00,51,51-1,27136342,20903,28,R,7675
646497,2012-10-04 00:00:00,51,51-1,27136343,20903,26,A,8734
646519,2012-10-04 00:00:00,51,51-1,27136344,20903,28,R,7675
646543,2012-10-04 00:00:00,51,51-1,27136345,20903,26,A,8734
646565,2012-10-04 00:00:00,51,51-1,27136346,20903,28,R,7675
646589,2012-10-04 00:00:00,51,51-1,27136347,20903,26,A,8734
646611,2012-10-04 00:00:00,51,51-1,27136348,20903,28,R,7675
646635,2012-10-04 00:00:00,51,51-1,27136349,20903,26,A,8734
646657,2012-10-04 00:00:00,51,51-1,27136350,20903,28,R,7675
646681,2012-10-04 00:00:00,51,51-1,27136351,20903,26,A,8734
646703,2012-10-04 00:00:00,51,51-1,27136352,20903,28,R,7675
646712,2012-10-04 00:00:00,DN,DN-1,27138737,20919,13,R,11839
646721,2012-10-04 00:00:00,DN,DN-1,27138739,20919,7,A,11760
646730,2012-10-04 00:00:00,DN,DN-1,27138740,20919,13,R,11839
646739,2012-10-04 00:00:00,DN,DN-1,27138742,20919,7,A,11760
646754,2012-10-04 00:00:00,DN,DN-1,27138743,20919,11,R,13965
646769,2012-10-04 00:00:00,DN,DN-1,27138744,20919,5,A,14177
646784,2012-10-04 00:00:00,DN,DN-1,27138745,20919,11,R,13965
646799,2012-10-04 00:00:00,DN,DN-1,27138746,20919,5,A,14177
646806,2012-10-04 00:00:00,DN,DN-3,27138759,20919,12,R,2126
646821,2012-10-04 00:00:00,DN,DN-3,27138760,20919,5,A,14177
646836,2012-10-04 00:00:00,DN,DN-3,27138761,20919,11,R,13965
646851,2012-10-04 00:00:00,DN,DN-3,27138762,20919,5,A,14177
646866,2012-10-04 00:00:00,DN,DN-3,27138763,20919,11,R,13965
646881,2012-10-04 00:00:00,DN,DN-3,27138764,20919,5,A,14177
646896,2012-10-04 00:00:00,DN,DN-3,27138765,20919,11,R,13965
646911,2012-10-04 00:00:00,DN,DN-3,27138766,20919,5,A,14177
646926,2012-10-04 00:00:00,DN,DN-3,27138767,20919,11,R,13965
646941,2012-10-04 00:00:00,DN,DN-3,27138768,20919,5,A,14177
646956,2012-10-04 00:00:00,DN,DN-3,27138769,20919,11,R,13965
646971,2012-10-04 00:00:00,DN,DN-3,27138770,20919,5,A,14177
646986,2012-10-04 00:00:00,DN,DN-3,27138771,20919,11,R,13965
647001,2012-10-04 00:00:00,DN,DN-3,27138772,20919,5,A,14177
647016,2012-10-04 00:00:00,DN,DN-3,27138773,20919,11,R,13965
647031,2012-10-04 00:00:00,DN,DN-3,27138774,20919,5,A,14177
647046,2012-10-04 00:00:00,DN,DN-3,27138775,20919,11,R,13965
647061,2012-10-04 00:00:00,DN,DN-3,27138776,20919,5,A,14177
647074,2012-10-04 00:00:00,53,53-1,27136422,20925,6,R,4319
647086,2012-10-04 00:00:00,53,53-1,27136423,20925,3,A,4135
647099,2012-10-04 00:00:00,53,53-1,27136424,20925,6,R,4319
647111,2012-10-04 00:00:00,53,53-1,27136425,20925,3,A,4135
647124,2012-10-04 00:00:00,53,53-1,27136426,20925,6,R,4319
647136,2012-10-04 00:00:00,53,53-1,27136427,20925,3,A,4135
647149,2012-10-04 00:00:00,53,53-1,27136428,20925,6,R,4319
647161,2012-10-04 00:00:00,53,53-1,27136429,20925,3,A,4135
647174,2012-10-04 00:00:00,53,53-1,27136430,20925,6,R,4319
647187,2012-10-04 00:00:00,53,53-4,27136473,20925,6,R,4319
647199,2012-10-04 00:00:00,53,53-4,27136474,20925,3,A,4135
647212,2012-10-04 00:00:00,53,53-4,27136475,20925,6,R,4319
647224,2012-10-04 00:00:00,53,53-4,27136476,20925,3,A,4135
647237,2012-10-04 00:00:00,53,53-4,27136477,20925,6,R,4319
647249,2012-10-04 00:00:00,53,53-4,27136478,20925,3,A,4135
647262,2012-10-04 00:00:00,53,53-4,27136479,20925,6,R,4319
647274,2012-10-04 00:00:00,53,53-4,27136480,20925,3,A,4135
647287,2012-10-04 00:00:00,53,53-4,27136481,20925,6,R,4319
647299,2012-10-04 00:00:00,53,53-4,27136482,20925,3,A,4135
647312,2012-10-04 00:00:00,53,53-4,27136483,20925,6,R,4319
647325,2012-10-04 00:00:00,53,53-4,27136485,20925,6,R,4319
647337,2012-10-04 00:00:00,53,53-4,27136486,20925,3,A,4135
647350,2012-10-04 00:00:00,53,53-4,27136487,20925,6,R,4319
647362,2012-10-04 00:00:00,53,53-4,27136488,20925,3,A,4135
647375,2012-10-04 00:00:00,53,53-4,27136489,20925,6,R,4319
647387,2012-10-04 00:00:00,53,53-4,27136490,20925,3,A,4135
647400,2012-10-04 00:00:00,53,53-4,27136491,20925,6,R,4319
647412,2012-10-04 00:00:00,53,53-4,27136492,20925,3,A,4135
647425,2012-10-04 00:00:00,53,53-4,27136493,20925,6,R,4319
647437,2012-10-04 00:00:00,53,53-4,27136494,20925,3,A,4135
647450,2012-10-04 00:00:00,53,53-4,27136495,20925,6,R,4319
647462,2012-10-04 00:00:00,53,53-4,27136496,20925,3,A,4135
647474,2012-10-04 00:00:00,53,53-4,27164890,20925,3,A,4135
647486,2012-10-04 00:00:00,53,53-2,27136433,20926,3,A,4135
647499,2012-10-04 00:00:00,53,53-2,27136434,20926,6,R,4319
647512,2012-10-04 00:00:00,53,53-2,27136436,20926,6,R,4319
647524,2012-10-04 00:00:00,53,53-2,27136437,20926,3,A,4135
647537,2012-10-04 00:00:00,53,53-2,27136438,20926,6,R,4319
647549,2012-10-04 00:00:00,53,53-3,27136442,20926,3,A,4135
647562,2012-10-04 00:00:00,53,53-3,27136443,20926,6,R,4319
647575,2012-10-04 00:00:00,53,53-3,27136445,20926,6,R,4319
647588,2012-10-04 00:00:00,53,53-3,27136447,20926,6,R,4319
647601,2012-10-04 00:00:00,53,53-3,27136449,20926,6,R,4319
647614,2012-10-04 00:00:00,53,53-3,27136451,20926,6,R,4319
647627,2012-10-04 00:00:00,53,53-3,27136453,20926,6,R,4319
647640,2012-10-04 00:00:00,53,53-3,27136455,20926,6,R,4319
647652,2012-10-04 00:00:00,53,53-3,27136456,20926,3,A,4135
647665,2012-10-04 00:00:00,53,53-3,27136457,20926,6,R,4319
647678,2012-10-04 00:00:00,53,53-3,27136459,20926,6,R,4319
647691,2012-10-04 00:00:00,53,53-3,27136461,20926,6,R,4319
647704,2012-10-04 00:00:00,53,53-3,27136463,20926,6,R,4319
647717,2012-10-04 00:00:00,53,53-3,27136465,20926,6,R,4319
647730,2012-10-04 00:00:00,53,53-3,27136467,20926,6,R,4319
647742,2012-10-04 00:00:00,53,53-3,27136468,20926,3,A,4135
647755,2012-10-04 00:00:00,53,53-3,27136469,20926,6,R,4319
647767,2012-10-04 00:00:00,53,53-3,27136470,20926,3,A,4135
647779,2012-10-04 00:00:00,53,53-2,27155518,20926,3,A,4135
647791,2012-10-04 00:00:00,53,53-2,27155519,20926,3,A,4135
647803,2012-10-04 00:00:00,53,53-3,27155521,20926,3,A,4135
647815,2012-10-04 00:00:00,53,53-3,27155522,20926,3,A,4135
647827,2012-10-04 00:00:00,53,53-3,27155523,20926,3,A,4135
647839,2012-10-04 00:00:00,53,53-3,27155524,20926,3,A,4135
647851,2012-10-04 00:00:00,53,53-3,27155525,20926,3,A,4135
647863,2012-10-04 00:00:00,53,53-3,27155526,20926,3,A,4135
647875,2012-10-04 00:00:00,53,53-3,27155527,20926,3,A,4135
647887,2012-10-04 00:00:00,53,53-3,27155528,20926,3,A,4135
647899,2012-10-04 00:00:00,53,53-3,27155529,20926,3,A,4135
647911,2012-10-04 00:00:00,53,53-3,27155530,20926,3,A,4135
647923,2012-10-04 00:00:00,53,53-3,27155531,20926,3,A,4135
647935,2012-10-04 00:00:00,45,44-2,27135007,20929,3,A,3542
647947,2012-10-04 00:00:00,45,44-2,27135009,20929,8,R,3759
647959,2012-10-04 00:00:00,45,44-2,27135010,20929,3,A,3542
647971,2012-10-04 00:00:00,45,44-2,27135012,20929,8,R,3759
647983,2012-10-04 00:00:00,45,44-2,27135013,20929,3,A,3542
647995,2012-10-04 00:00:00,45,44-2,27135015,20929,8,R,3759
648007,2012-10-04 00:00:00,44,44-2,27135016,20929,10,A,4770
648019,2012-10-04 00:00:00,44,44-2,27135018,20929,11,R,4980
648031,2012-10-04 00:00:00,45,44-2,27135019,20929,3,A,3542
648043,2012-10-04 00:00:00,45,44-2,27135021,20929,8,R,3759
648055,2012-10-04 00:00:00,44,44-2,27135022,20929,10,A,4770
648056,2012-10-04 00:00:00,44,44-2,27135024,20929,11,R,4980
648068,2012-10-04 00:00:00,44,44-2,27135025,20929,10,A,4770
648080,2012-10-04 00:00:00,44,44-2,27135028,20929,10,A,4770
648090,2012-10-04 00:00:00,44,44-2,27135030,20929,11,R,4980
648102,2012-10-04 00:00:00,45,45-8,27135209,20929,3,A,3542
648114,2012-10-04 00:00:00,45,45-8,27135211,20929,8,R,3759
648126,2012-10-04 00:00:00,44,45-8,27135212,20929,10,A,4770
648138,2012-10-04 00:00:00,44,45-8,27135214,20929,11,R,4980
648150,2012-10-04 00:00:00,45,45-8,27135215,20929,3,A,3542
648162,2012-10-04 00:00:00,45,45-8,27135217,20929,8,R,3759
648174,2012-10-04 00:00:00,44,45-8,27135218,20929,10,A,4770
648186,2012-10-04 00:00:00,44,45-8,27135220,20929,11,R,4980
648198,2012-10-04 00:00:00,44,45-8,27135221,20929,10,A,4770
648210,2012-10-04 00:00:00,44,45-8,27135223,20929,11,R,4980
648222,2012-10-04 00:00:00,44,45-8,27135224,20929,10,A,4770
648234,2012-10-04 00:00:00,44,45-8,27135226,20929,11,R,4980
648246,2012-10-04 00:00:00,45,45-8,27135227,20929,3,A,3542
648258,2012-10-04 00:00:00,45,45-8,27135229,20929,8,R,3759
648270,2012-10-04 00:00:00,45,45-8,27135230,20929,3,A,3542
648282,2012-10-04 00:00:00,45,45-8,27135232,20929,8,R,3759
648294,2012-10-04 00:00:00,45,45-8,27135233,20929,3,A,3542
648306,2012-10-04 00:00:00,45,45-8,27135235,20929,8,R,3759
648318,2012-10-04 00:00:00,44,45-8,27135236,20929,10,A,4770
648330,2012-10-04 00:00:00,44,45-8,27135238,20929,11,R,4980
648342,2012-10-04 00:00:00,45,45-8,27135239,20929,3,A,3542
648354,2012-10-04 00:00:00,45,45-8,27135241,20929,8,R,3759
648366,2012-10-04 00:00:00,44,45-8,27135242,20929,10,A,4770
648378,2012-10-04 00:00:00,44,45-8,27135244,20929,11,R,4980
648390,2012-10-04 00:00:00,45,45-8,27135245,20929,3,A,3542
648402,2012-10-04 00:00:00,45,45-8,27135247,20929,8,R,3759
648414,2012-10-04 00:00:00,44,45-8,27135248,20929,10,A,4770
648417,2012-10-04 00:00:00,44,44-2,27141855,20929,11,R,4980
648429,2012-10-04 00:00:00,44,44-2,27141856,20929,11,R,4980
648444,2012-10-04 00:00:00,S,S-7,27139883,20931,34,A,12086
648462,2012-10-04 00:00:00,S,S-7,27139885,20931,35,R,11600
648480,2012-10-04 00:00:00,S,S-7,27139886,20931,34,A,12086
648497,2012-10-04 00:00:00,S,S-7,27139888,20931,35,R,11600
648516,2012-10-04 00:00:00,S,S-7,27139889,20931,34,A,12086
648533,2012-10-04 00:00:00,S,S-7,27139891,20931,35,R,11600
648552,2012-10-04 00:00:00,S,S-7,27139892,20931,34,A,12086
648562,2012-10-04 00:00:00,S,S-7,27139894,20931,35,R,11600
648563,2012-10-04 00:00:00,S,S-7,27139895,20931,34,A,12086
648564,2012-10-04 00:00:00,S,S-7,27139897,20931,35,R,11600
648583,2012-10-04 00:00:00,S,S-7,27155538,20931,34,A,12086
648601,2012-10-04 00:00:00,S,S-7,27155540,20931,35,R,11600
648617,2012-10-04 00:00:00,S,S-4,27139826,20933,34,A,12086
648633,2012-10-04 00:00:00,S,S-4,27139828,20933,35,R,11600
648649,2012-10-04 00:00:00,S,S-4,27139829,20933,34,A,12086
648665,2012-10-04 00:00:00,S,S-4,27139831,20933,35,R,11600
648666,2012-10-04 00:00:00,S,S-4,27139832,20933,34,A,12086
648682,2012-10-04 00:00:00,W,W-1,27140221,20940,3,A,9178
648698,2012-10-04 00:00:00,W,W-1,27140223,20940,3,A,9178
648714,2012-10-04 00:00:00,W,W-1,27140225,20940,3,A,9178
648730,2012-10-04 00:00:00,W,W-1,27140227,20940,3,A,9178
648746,2012-10-04 00:00:00,W,W-2,27140230,20940,3,A,9178
648762,2012-10-04 00:00:00,W,W-2,27140232,20940,3,A,9178
648778,2012-10-04 00:00:00,W,W-2,27140234,20940,3,A,9178
648794,2012-10-04 00:00:00,W,W-2,27140236,20940,3,A,9178
648812,2012-10-04 00:00:00,43,43-3,27134930,20941,13,A,8690
648830,2012-10-04 00:00:00,43,43-3,27134932,20941,13,A,8690
648844,2012-10-04 00:00:00,43,43-3,27134935,20941,6,R,7333
648862,2012-10-04 00:00:00,43,43-3,27134936,20941,13,A,8690
648876,2012-10-04 00:00:00,43,43-5,27134945,20941,6,R,7333
648894,2012-10-04 00:00:00,43,43-5,27134946,20941,13,A,8690
648895,2012-10-04 00:00:00,43,43-5,27134947,20941,6,R,7333
648913,2012-10-04 00:00:00,43,43-5,27134948,20941,13,A,8690
648931,2012-10-04 00:00:00,43,43-5,27134950,20941,13,A,8690
648948,2012-10-04 00:00:00,43,43-5,27134952,20941,13,A,8690
648962,2012-10-04 00:00:00,43,43-5,27141872,20941,6,R,7333
648976,2012-10-04 00:00:00,43,43-5,27141873,20941,6,R,7333
648990,2012-10-04 00:00:00,43,43-5,27141874,20941,6,R,7333
649004,2012-10-04 00:00:00,43,43-3,27141878,20941,6,R,7333
649015,2012-10-04 00:00:00,43,43-3,27141879,20941,6,R,7333
649023,2012-10-04 00:00:00,43,43-3,27141880,20941,13,A,8690
649024,2012-10-04 00:00:00,43,43-3,27141881,20941,6,R,7333
649038,2012-10-04 00:00:00,43,43-4,27134939,20942,6,R,7333
649056,2012-10-04 00:00:00,43,43-4,27134940,20942,13,A,8690
649074,2012-10-04 00:00:00,43,43-4,27134942,20942,13,A,8690
649088,2012-10-04 00:00:00,43,43-4,27141887,20942,6,R,7333
649104,2012-10-04 00:00:00,S,S-2,27139791,20943,34,A,12086
649120,2012-10-04 00:00:00,S,S-2,27139793,20943,35,R,11600
649136,2012-10-04 00:00:00,S,S-2,27139794,20943,34,A,12086
649152,2012-10-04 00:00:00,S,S-2,27139796,20943,35,R,11600
649168,2012-10-04 00:00:00,S,S-2,27139797,20943,34,A,12086
649184,2012-10-04 00:00:00,S,S-2,27139799,20943,35,R,11600
649185,2012-10-04 00:00:00,S,S-2,27139800,20943,34,A,12086
649201,2012-10-04 00:00:00,S,S-2,27139802,20943,35,R,11600
649217,2012-10-04 00:00:00,S,S-2,27139803,20943,34,A,12086
649233,2012-10-04 00:00:00,S,S-2,27139805,20943,35,R,11600
649249,2012-10-04 00:00:00,S,S-2,27139806,20943,34,A,12086
649265,2012-10-04 00:00:00,S,S-2,27139808,20943,35,R,11600
649282,2012-10-04 00:00:00,S,S-2,27139809,20943,34,A,12086
649298,2012-10-04 00:00:00,S,S-2,27139811,20943,35,R,11600
649314,2012-10-04 00:00:00,S,S-4,27139834,20943,35,R,11600
649335,2012-10-04 00:00:00,VB,VB-13,27140193,20943,13,A,9153
649356,2012-10-04 00:00:00,VB,VB-13,27140194,20943,15,R,9214
649375,2012-10-04 00:00:00,VB,VB-13,27140196,20943,13,A,9153
649396,2012-10-04 00:00:00,VB,VB-13,27140197,20943,15,R,9214
649417,2012-10-04 00:00:00,VB,VB-13,27140199,20943,13,A,9153
649424,2012-10-04 00:00:00,S,S-4,27141899,20943,34,A,12086
649439,2012-10-04 00:00:00,S,S-2,27141901,20943,34,A,12086
649455,2012-10-04 00:00:00,S,S-10,27139784,20944,35,R,11600
649471,2012-10-04 00:00:00,S,S-10,27139785,20944,34,A,12086
649487,2012-10-04 00:00:00,S,S-3,27139814,20944,35,R,11600
649503,2012-10-04 00:00:00,S,S-3,27139815,20944,34,A,12086
649519,2012-10-04 00:00:00,S,S-3,27139817,20944,35,R,11600
649535,2012-10-04 00:00:00,S,S-3,27139818,20944,34,A,12086
649551,2012-10-04 00:00:00,S,S-3,27139820,20944,35,R,11600
649567,2012-10-04 00:00:00,S,S-3,27139821,20944,34,A,12086
649583,2012-10-04 00:00:00,S,S-3,27139823,20944,35,R,11600
649599,2012-10-04 00:00:00,S,S-5,27139845,20944,35,R,11600
649615,2012-10-04 00:00:00,S,S-5,27139846,20944,34,A,12086
649631,2012-10-04 00:00:00,S,S-5,27139848,20944,35,R,11600
649647,2012-10-04 00:00:00,S,S-5,27139849,20944,34,A,12086
649663,2012-10-04 00:00:00,S,S-5,27139851,20944,35,R,11600
649664,2012-10-04 00:00:00,S,S-5,27139852,20944,34,A,12086
649680,2012-10-04 00:00:00,S,S-8,27139900,20944,34,A,12086
649696,2012-10-04 00:00:00,S,S-8,27139902,20944,35,R,11600
649713,2012-10-04 00:00:00,S,S-8,27139903,20944,34,A,12086
649729,2012-10-04 00:00:00,S,S-8,27139905,20944,35,R,11600
649745,2012-10-04 00:00:00,S,S-8,27139906,20944,34,A,12086
649761,2012-10-04 00:00:00,S,S-8,27139908,20944,35,R,11600
649777,2012-10-04 00:00:00,S,S-8,27139909,20944,34,A,12086
649793,2012-10-04 00:00:00,S,S-9,27139912,20944,35,R,11600
649809,2012-10-04 00:00:00,S,S-9,27139913,20944,34,A,12086
649823,2012-10-04 00:00:00,43,43-2,27134914,20945,6,R,7333
649840,2012-10-04 00:00:00,43,43-2,27134915,20945,13,A,8690
649854,2012-10-04 00:00:00,43,43-2,27134916,20945,6,R,7333
649871,2012-10-04 00:00:00,43,43-2,27134917,20945,13,A,8690
649885,2012-10-04 00:00:00,43,43-2,27134918,20945,6,R,7333
649902,2012-10-04 00:00:00,43,43-2,27134919,20945,13,A,8690
649916,2012-10-04 00:00:00,43,43-2,27134920,20945,6,R,7333
649931,2012-10-04 00:00:00,43,43-2,27134921,20945,13,A,8690
649945,2012-10-04 00:00:00,43,43-2,27134922,20945,6,R,7333
649963,2012-10-04 00:00:00,43,43-2,27134923,20945,13,A,8690
649977,2012-10-04 00:00:00,43,43-2,27134924,20945,6,R,7333
649995,2012-10-04 00:00:00,43,43-2,27134925,20945,13,A,8690
650009,2012-10-04 00:00:00,43,43-2,27134926,20945,6,R,7333
650026,2012-10-04 00:00:00,43,43-2,27134927,20945,13,A,8690
650039,2012-10-04 00:00:00,43,43-7,27134971,20945,6,R,7333
650057,2012-10-04 00:00:00,43,43-7,27134972,20945,13,A,8690
650068,2012-10-04 00:00:00,43,43-7,27134973,20945,6,R,7333
650086,2012-10-04 00:00:00,43,43-7,27134974,20945,13,A,8690
650098,2012-10-04 00:00:00,43,43-7,27134975,20945,6,R,7333
650116,2012-10-04 00:00:00,43,43-7,27134976,20945,13,A,8690
650127,2012-10-04 00:00:00,43,43-7,27134977,20945,6,R,7333
650130,2012-10-04 00:00:00,43,43-7,27134978,20945,13,A,8690
650144,2012-10-04 00:00:00,43,43-7,27134979,20945,6,R,7333
650162,2012-10-04 00:00:00,43,43-7,27134980,20945,13,A,8690
650171,2012-10-04 00:00:00,43,43-7,27134981,20945,6,R,7333
650189,2012-10-04 00:00:00,43,43-7,27134982,20945,13,A,8690
650190,2012-10-04 00:00:00,43,43-7,27134983,20945,6,R,7333
650208,2012-10-04 00:00:00,43,43-1,27134886,20946,13,A,8690
650222,2012-10-04 00:00:00,43,43-1,27134887,20946,6,R,7333
650240,2012-10-04 00:00:00,43,43-1,27134888,20946,13,A,8690
650258,2012-10-04 00:00:00,43,43-1,27134890,20946,13,A,8690
650276,2012-10-04 00:00:00,43,43-1,27134892,20946,13,A,8690
650290,2012-10-04 00:00:00,43,43-1,27134893,20946,6,R,7333
650308,2012-10-04 00:00:00,43,43-1,27134894,20946,13,A,8690
650322,2012-10-04 00:00:00,43,43-1,27134895,20946,6,R,7333
650340,2012-10-04 00:00:00,43,43-1,27134896,20946,13,A,8690
650354,2012-10-04 00:00:00,43,43-1,27134897,20946,6,R,7333
650372,2012-10-04 00:00:00,43,43-1,27134898,20946,13,A,8690
650386,2012-10-04 00:00:00,43,43-1,27134899,20946,6,R,7333
650404,2012-10-04 00:00:00,43,43-1,27134900,20946,13,A,8690
650418,2012-10-04 00:00:00,43,43-1,27134901,20946,6,R,7333
650436,2012-10-04 00:00:00,43,43-1,27134902,20946,13,A,8690
650454,2012-10-04 00:00:00,43,43-1,27134904,20946,13,A,8690
650472,2012-10-04 00:00:00,43,43-1,27134906,20946,13,A,8690
650486,2012-10-04 00:00:00,43,43-1,27134907,20946,6,R,7333
650504,2012-10-04 00:00:00,43,43-1,27134908,20946,13,A,8690
650518,2012-10-04 00:00:00,43,43-1,27134909,20946,6,R,7333
650536,2012-10-04 00:00:00,43,43-1,27134910,20946,13,A,8690
650550,2012-10-04 00:00:00,43,43-1,27134911,20946,6,R,7333
650564,2012-10-04 00:00:00,43,43-1,27155575,20946,6,R,7333
650578,2012-10-04 00:00:00,43,43-1,27155576,20946,6,R,7333
650592,2012-10-04 00:00:00,43,43-1,27155577,20946,6,R,7333
650606,2012-10-04 00:00:00,43,43-1,27155578,20946,6,R,7333
650636,2012-10-04 00:00:00,F,F-10,27139031,20950,42,R,20485
650656,2012-10-04 00:00:00,F,F-10,27139032,20950,5,A,7927
650675,2012-10-04 00:00:00,F,F-10,27139033,20950,11,R,7495
650703,2012-10-04 00:00:00,F,F-10,27139034,20950,41,A,21312
650729,2012-10-04 00:00:00,F,F-30,27139168,20950,42,R,20485
650749,2012-10-04 00:00:00,F,F-30,27139169,20950,5,A,7927
650768,2012-10-04 00:00:00,F,F-30,27139170,20950,11,R,7495
650797,2012-10-04 00:00:00,F,F-30,27139171,20950,41,A,21312
650826,2012-10-04 00:00:00,F,F-31,27139174,20950,42,R,20485
650854,2012-10-04 00:00:00,F,F-31,27139175,20950,41,A,21312
650873,2012-10-04 00:00:00,F,F-9,27139217,20950,11,R,7495
650903,2012-10-04 00:00:00,F,F-9,27139218,20950,41,A,21312
650931,2012-10-04 00:00:00,F,F-9,27139220,20950,42,R,20485
650951,2012-10-04 00:00:00,F,F-9,27139221,20950,5,A,7927
650982,2012-10-04 00:00:00,F,F-19,27139089,20951,42,R,20485
651002,2012-10-04 00:00:00,F,F-19,27139090,20951,5,A,7927
651021,2012-10-04 00:00:00,F,F-19,27139091,20951,11,R,7495
651053,2012-10-04 00:00:00,F,F-19,27139092,20951,41,A,21312
651082,2012-10-04 00:00:00,F,F-20,27139101,20951,42,R,20485
651114,2012-10-04 00:00:00,F,F-20,27139102,20951,41,A,21312
651145,2012-10-04 00:00:00,F,F-20,27139104,20951,42,R,20485
651177,2012-10-04 00:00:00,F,F-20,27139105,20951,41,A,21312
651196,2012-10-04 00:00:00,F,F-15,27139063,20952,11,R,7495
651221,2012-10-04 00:00:00,F,F-15,27139064,20952,41,A,21312
651246,2012-10-04 00:00:00,F,F-15,27139066,20952,42,R,20485
651272,2012-10-04 00:00:00,F,F-16,27139069,20952,42,R,20485
651291,2012-10-04 00:00:00,F,F-16,27139070,20952,5,A,7927
651308,2012-10-04 00:00:00,F,F-16,27139071,20952,11,R,7495
651337,2012-10-04 00:00:00,F,F-16,27139072,20952,41,A,21312
651368,2012-10-04 00:00:00,F,F-17,27139075,20954,42,R,20485
651388,2012-10-04 00:00:00,F,F-17,27139076,20954,5,A,7927
651407,2012-10-04 00:00:00,F,F-17,27139077,20954,11,R,7495
651439,2012-10-04 00:00:00,F,F-17,27139078,20954,41,A,21312
651470,2012-10-04 00:00:00,F,F-18,27139081,20954,42,R,20485
651490,2012-10-04 00:00:00,F,F-18,27139082,20954,5,A,7927
651510,2012-10-04 00:00:00,F,F-18,27139084,20954,5,A,7927
651529,2012-10-04 00:00:00,F,F-18,27139085,20954,11,R,7495
651561,2012-10-04 00:00:00,F,F-18,27139086,20954,41,A,21312
651592,2012-10-04 00:00:00,F,F-11,27139037,20955,42,R,20485
651612,2012-10-04 00:00:00,F,F-11,27139038,20955,5,A,7927
651631,2012-10-04 00:00:00,F,F-11,27139039,20955,11,R,7495
651663,2012-10-04 00:00:00,F,F-11,27139040,20955,41,A,21312
651694,2012-10-04 00:00:00,F,F-12,27139043,20955,42,R,20485
651714,2012-10-04 00:00:00,F,F-12,27139044,20955,5,A,7927
651733,2012-10-04 00:00:00,F,F-12,27139045,20955,11,R,7495
651765,2012-10-04 00:00:00,F,F-12,27139046,20955,41,A,21312
651796,2012-10-04 00:00:00,F,F-12,27139048,20955,42,R,20485
651827,2012-10-04 00:00:00,F,F-22,27139114,20955,42,R,20485
651847,2012-10-04 00:00:00,F,F-22,27139115,20955,5,A,7927
651866,2012-10-04 00:00:00,F,F-22,27139116,20955,11,R,7495
651886,2012-10-04 00:00:00,F,F-22,27139117,20955,5,A,7927
